공통표준단어명,공통표준단어영문약어명,공통표준단어 영문명,공통표준단어 설명,형식단어여부,공통표준도메인분류명,이음동의어 목록,금칙어 목록,제정차수,"개정구분명(폐기 또는 변경)",개정항목,개정사유
순서,SEQ,Sequence,"順序. 정하여진 기준에서 말하는 전후, 좌우, 상하 따위의 차례 관계",Y,순서,,,6차(2023-11),,,
순수,PRTY,Purity,純粹. 전혀 다른 것의 섞임이 없음,N,,,,8차(2025-11),,,
순위,RNK,Ranking,順位. 차례나 순서를 나타내는 위치나 지위,Y,수,,,7차(2024-11),,,
순이익,NETPF,Net Profit,"純利益. 총이익에서 영업비, 잡비 따위의 총비용을 빼고 남은 순전한 이익",Y,금액,,,6차(2023-11),,,
순이익률,NPRT,Net Profit Rate,"純利益率. 총이익에서 영업비, 잡비 따위의 총비용을 빼고 남은 순전한 이익의 비율",Y,율,,,8차(2025-11),,,
순자본,NCPT,Net Capital,"純資本. 전체 자본에서 부동산처럼 유동성이 없는 자산을 빼고, 후순위 차입금과 증권 거래 준비금을 더한 것",N,,,,8차(2025-11),,,
순자산,NAST,Net Assets,"純資産. 기업의 소유자가 출자한 자본과 기업 내부에 축적된 적립금, 준비금 따위의 유보 자본을 합한 자본",N,,,,6차(2023-11),,,
순톤수,NTON,Net Tonnage,"純ton數. 배의 용적을 나타내는 톤수의 하나로 총톤수 중에서 선원실, 해도실, 기관실, 물탱크 따위를 빼고 오로지 짐만을 실을 수 있는 공간을 나타낸다",Y,수,,,8차(2025-11),,,
순항,CRSNG,Cruising,順航. 순조롭게 항행함 또는 그런 항행,N,,,,8차(2025-11),,,
숨김,HIDE,Hide,숨김. 내용이나 화면을 볼 수 없도록 하는 것,N,,,,7차(2024-11),,,
스크랩,SCRP,Scrap,"Scrap. 필요한 자료만 모아 나중에 쉽게 찾아보기 위해 신문, 잡지 따위에서 글이나 사진을 오려 모음. 또는 그렇게 모아진 자료",N,,,,7차(2024-11),,,
스키마,SCHM,Schema,"Schema. 데이터베이스에 존재하는 자료의 구조 및 내용 그리고 이러한 자료들에 대한 논리적, 물리적 특성에 대한 정보들을 표현하는 데이터베이스의 논리적 구조",N,,,,6차(2023-11),,,
스킨,SKN,Skin,"Skin. 컴퓨터에서, 프로그램이나 게임 캐릭터 등을 위한 사용자의 화면 모양을 변경하는 데 사용되는 그래픽 파일이나 음성 파일",N,,,,8차(2025-11),,,
스팸,SPAM,Spam,"Spam. 인터넷을 이용하여 다수의 수신인에게 무작위로 발송된 이메일 메시지, 또는 다수의 뉴스 그룹에 일제히 게재된 뉴스 기사",N,,,,7차(2024-11),,,
습도,HUM,Humidity,濕度. 공기 가운데 수증기가 들어 있는 정도,Y,수,,,7차(2024-11),,,
승강기,ELVTR,Elevator,昇降機. 동력을 사용하여 사람이나 화물을 아래위로 나르는 장치,N,,,,5차(2022-07),,,
승계,SCSN,Succession,承繼. 선임자의 뒤를 이어받음,N,,,,6차(2023-11),,,
승급,ADVN,Advancement,昇級/陞級. 급수나 등급이 오름,N,,,,7차(2024-11),,,
승선,EMKT,Embarkation,乘船. 배를 탐,N,,,,6차(2023-11),,,
승소,WNLW,Winning A Lawsuit,勝訴. 소송에서 이기는 일,N,,,,8차(2025-11),,,
승수,MLTPR,Multiplier,乘數. 어떤 수에 곱하는 수,Y,수,,,8차(2025-11),,,
승용,PSNGR,Passenger,乘用. 사람이 타고 다니는 데 씀. 또는 그런 것,N,,,,5차(2022-07),,,
승인,APRV,Approval,承認. 어떤 사실을 마땅하다고 받아들임. 어떤 특정한 행위에 대하여 행하는 승낙이나 동의,N,,,,1차(2020-08),,,
승인자,AUTZR,Authorizer,承認者. 승인을 하는 권한을 가졌거나 승인을 한 사람이나 조직,N,,,,4차(2021-12),,,
승진,PRMT,Promotion,昇進/陞進. 직위의 등급이나 계급이 오름,N,,,,7차(2024-11),,,
승차,RIDE,Ride,乘車. 차를 탐,N,,,,7차(2024-11),,,
승차정원,RDCPCT,Ride Capacity,乘車定員. 자동차에 승차할 수 있도록 허용된 최대인원(운전자를 포함한다)을 말한다,N,,,,5차(2022-07),,,
시가,MPRC,Market Price,市價. 시장에서 상품이 매매되는 가격,N,,,,7차(2024-11),,,
시각,TM,Time,"時刻. 시간상의 한 순간을 시, 분, 초로 표기. 시간의 어느 한 시점",Y,시분초,,,1차(2020-08),,,
시간,HR,Hour,時間. 어떤 시각에서 어떤 시각까지의 사이,Y,시분초,,,2차(2020-12),,,
시간외,OVTM,Overtime,時間外. 정하여져 있는 시간 이외의 어떤 것,N,,,,6차(2023-11),,,
시공,CNST,Construct,施工. 공사를 시행함,N,,,,6차(2023-11),,,
시공자,BLDR,Builder,施工者. 공사를 맡아서 행하는 사람 또는 회사,N,,,,4차(2021-12),,,
시군,SIGUN,Si/Gun,市郡. 시와 군을 아울러 이르는 말,N,,,,4차(2021-12),,,
시군구,SGG,Si/Gun/Gu,"市郡區. 행정 구역 단위인 ‘시’와, ‘군’과, ‘구’를 아울러 이르는 말",N,,,,2차(2020-12),,,
시급,HRWG,Hourly Wage,時給. 노동한 시간에 따라 지급되는 임금,N,,,,8차(2025-11),,,
시기,TMNG,Timing,始期. 어떤 일이 시작되는 때,N,,,,8차(2025-11),,,
시나리오,SCNR,Scenario,Scenario. 어떤 사건에서 일어날 수 있는 여러 가지 가상적인 결과나 그 구체적인 과정,N,,,,6차(2023-11),,,
시도,CTPV,Cities And Provinces,市道. 행정 구역으로 나눈 시와 도,N,,,,2차(2020-12),,,
시력,EYSG,Eyesight,視力. 물체의 존재나 형상을 인식하는 눈의 능력,Y,수,,,8차(2025-11),,,
시료,SPCM,Specimen,"試料. 시험, 검사, 분석 따위에 쓰는 물질이나 생물",N,,,,5차(2022-07),,,
시뮬레이션,SMLT,Simulation,Simulation. 복잡한 문제나 사회 현상 따위를 해석하고 해결하기 위하여 실제와 비슷한 모형을 만들어 모의적으로 실험하여 그 특성을 파악하는 일,N,,,,6차(2023-11),,,
시분,HM,Hour And Minute,時分. 시간의 단위인 시와 분을 아울러 이르는 말,Y,시분,,,6차(2023-11),,,
시설,FCLT,Facilities,"施設. 도구, 기계, 장치 따위를 베풀어 설비함. 또는 그런 설비",N,,,,5차(2022-07),,,
시설면적,FCAR,Facility Area,"施設面積. 하나의 부지 안에 있는 바닥 면적으로, 주차를 위한 바닥 면적을 제외하고, 공용 면적을 포함한 바닥 면적을 합한 면적",Y,면적,,,2차(2020-12),,,
시설물,FCLTY,Facility,施設物. 베풀어 차려 놓은 구조물,N,,,,6차(2023-11),,,
시스템,SYS,System,System. 필요한 기능을 실현하기 위하여 관련 요소를 어떤 법칙에 따라 조합한 집합체,N,,,,4차(2021-12),,,
시운전,TSTRN,Test Run,"試運轉. 기차, 배, 자동차, 기계 따위를 새로 만들거나 수리하였을 때에 실제로 사용하기 전에 시험 삼아 하는 운전",N,,,,8차(2025-11),,,
시작,BGNG,Beginning,始作. 어떤 일이나 행동의 처음 단계를 이루거나 그렇게 하게 함. 또는 그 단계,N,,,,1차(2020-08),,,
시장,MRKT,Market,市場. 여러 가지 상품을 사고파는 일정한 장소,N,,,,6차(2023-11),,,
시정,CRC,Correction,是正. 잘못된 것을 바로잡음,N,,,,7차(2024-11),,,
시행,ENFC,Enforcement,施行. 실지로 행하거나 법령을 공포한 뒤에 그 효력을 실제로 발생시키는 일,N,,,,1차(2020-08),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
시행사,IMPCO,Implementing Company,"施行社. 어떤 사업을 시행할 때, 모든 사업 부문의 전 과정을 책임지고 관리하는 회사",N,,,,8차(2025-11),,,
시행자,DVLR,Developer,施行者. 일이나 사업 따위를 실지로 행하는 개인이나 사업자,N,,,,4차(2021-12),,,
시험,TEST,Test,試驗. 재능이나 실력 따위를 일정한 절차에 따라 검사하고 평가하는 일,N,,테스트,,4차(2021-12),,,
식당,RSTRNT,Restaurant,食堂. 건물 안에 식사를 할 수 있게 시설을 갖춘 장소,N,,,,8차(2025-11),,,
식물,PLNT,Plant,植物. 생물계의 두 갈래 가운데 하나. 대체로 이동력이 없고 체제가 비교적 간단하여 신경과 감각이 없고 셀룰로스를 포함한 세포벽과 세포막이 있다,N,,,,7차(2024-11),,,
식별,IDNTF,Identification,識別. 분별하여 알아봄,N,,,,5차(2022-07),,,
식별자,IDNTFR,Identifier,"識別子. 사람, 사물, 개체, 정보 등을 다른 것과 구별하기 위해 부여하는 고유한 이름이나 번호",N,,,,8차(2025-11),,,
식비,FDEXP,Food Expenses,食費. 먹는 데 드는 돈,Y,비용,,,7차(2024-11),,,
식사,MEAL,Meal,食事. 끼니로 음식을 먹음. 또는 그 음식,N,,,,6차(2023-11),,,
식품,FOOD,Food,食品. 사람이 일상적으로 섭취하는 음식물을 통틀어 이르는 말,N,,,,5차(2022-07),,,
신고,DCLR,Declaration,申告. 국민이 법령의 규정에 따라 일정한 사실을 진술ㆍ보고함,N,,,,1차(2020-08),,,
신고자,DCL,Declarer,申告者. 신고하는 자,N,,신고인,,2차(2020-12),,,
신규,NEW,New,新規. 새로이 하는 일,N,,,,1차(2020-08),,,
신기술,NTCH,New Technology,新技術. 새로운 기술,N,,,,7차(2024-11),,,
신문,NWSP,Newspaper,新聞. 새로운 소식이나 견문,N,,,,8차(2025-11),,,
신용,CRDT,Credit,信用. 사람이나 사물이 틀림없다고 믿어 의심하지 아니함 또는 그런 믿음성의 정도,N,,,,6차(2023-11),,,
신용장,LC,Letter Of Credit,信用狀. 은행이 거래하는 편의 의뢰에 의하여 발행하는 신용 보증 문서. 수입업자에 대하여 발행하는 상업 신용장과 해외여행자에 대하여 발행하는 여행 신용장이 있다,N,,,,6차(2023-11),,,
신용카드,CRCD,Credit Card,信用card. 상품이나 서비스의 대금 지급을 은행이 보증하여 일정 기간 뒤에 지급할 수 있도록 하는 신용 판매 제도에 이용되는 카드,N,,,,2차(2020-12),,,
신용평가,CRDRTG,Credit Rating,信用評價. 개인이나 기업의 채무 이행을 위해 요구되는 요인들을 종합적으로 분석하여 신용 상황을 평가하는 것,N,,,,6차(2023-11),,,
신용평가기관,CRBU,Credit Bureau,信用評價機關. 개인이나 기업이 채무 이행을 하는 데 요구되는 요인들을 종합적으로 분석하여 신용 상황을 평가하는 기관,N,,,,6차(2023-11),,,
신원,IDNT,Identity,身元. 개인의 성장 과정과 관련된 자료,N,,,,8차(2025-11),,,
신청,APLY,Apply,申請. 단체나 기관에 어떠한 일이나 물건을 알려 청구함,N,,,,1차(2020-08),,,
신청서,APFR,Application Form,"申請書. 관청이나 기관, 단체에 대하여 어떤 사항을 요청하는 뜻을 나타내는 문서",N,,,,7차(2024-11),,,
신청자,APLCNT,Applicant,"申請者. 관청이나 기관, 단체에 대하여 어떤 사항을 요청하는 사람",N,,신청인,,1차(2020-08),,,
신체,BDY,Body,身體. 사람의 몸,N,,,,7차(2024-11),,,
신탁,TRUST,Trust,信託. 일정한 목적에 따라 재산의 관리와 처분을 남에게 맡기는 일,N,,,,7차(2024-11),,,
실거래,RLTR,Real Transaction,實去來. 실제로 주고받음 또는 실제로 사고팖,N,,,,8차(2025-11),,,
실거주지,RLRSD,Real Residence,實居住地. 실제의 거소(居所)와 주소를 아울러 이르는 말,N,,,,6차(2023-11),,,
실명,RLNM,Real Name,實名. 실제의 이름,N,,,,6차(2023-11),,,
실무자,HWKR,Hands-On Worker,實務者. 실제로 사무를 맡아 처리하는 사람,N,,,,6차(2023-11),,,
실사,ACINSP,Actual Inspection,實査. 실제를 조사하거나 검사함,N,,,,6차(2023-11),,,
실손의료보험,IMIS,Indemnity Medical Insurance,"實損醫療保險. 보험 사고가 발생하였을 때, 피보험자가 실제로 부담한 의료비를 보상해 주는 보험",N,,,,8차(2025-11),,,
실수령,RLRC,Real Receipt,實受領. 노력이나 물품을 제공한 대가로 받는 돈에서 세금이나 경비 따위를 제외하고 실제로 받은 부분을 말함,N,,,,7차(2024-11),,,
실습,PRCTC,Practice,實習. 이미 배운 이론을 토대로 하여 실지로 해 보고 익히는 일,N,,,,7차(2024-11),,,
실시,ENFRC,Enforcement,實施. 실제로 시행함,N,,,,6차(2023-11),,,
실업률,UMRT,Unemployment Rate,失業率. 노동할 의사와 능력을 가진 인구 가운데 실업자가 차지하는 비율,Y,율,,,7차(2024-11),,,
실적,PRFMNC,Performance,實績. 실제로 이룬 업적이나 공적,N,,,,3차(2021-10),,,
실제,ACTL,Actual,實際. 사실의 경우나 형편,N,,,,5차(2022-07),,,
실지급,ACTPY,Actual Payment,實支給. 실제로 돈이나 물품 따위를 정하여진 몫만큼 내줌,N,,,,6차(2023-11),,,
실태,ACCND,Actual Condition,實態. 있는 그대로의 상태. 또는 실제의 모양,N,,,,6차(2023-11),,,
실패,FAIL,Failure,失敗. 일을 잘못하여 뜻한 대로 되지 아니하거나 그르침,N,,,,5차(2022-07),,,
실행,EXCN,Execution,實行 실지로 행함. 컴퓨터를 명령어에 따라서 작동시키는 일,N,,,,1차(2020-08),,,
실효,ACEF,Annul/Cancel Effect,失效. 효력을 잃음,N,,,,8차(2025-11)(폐기후제정),,,
실효세율,EFTXRT,Effective Tax Rate,實效稅率. 법정 세율에 대한 실제의 조세 부담률의 비. 실제의 조세 부담률을 나타내는 지표가 된다,Y,율,,,7차(2024-11),,,
심사,SRNG,Screening,審査. 자세하게 조사하여 등급이나 당락 따위를 결정함,N,,,,1차(2020-08),,,
심사자,JDG,Judge,審査者. 자세히 조사하여 등급이나 당락 따위를 결정짓는 일을 맡은 사람,N,,,,6차(2023-11),,,
심의,DLBR,Deliberation,審議. 심사하고 토의함,N,,,,1차(2020-08),,,
썸네일,THMB,Thumbnail,Thumbnail. 사진을 탐색하면서 알아보기 쉽게 하려고 페이지 전체의 레이아웃을 볼 수 있도록 원래의 커다란 이미지를 작은 이미지로 줄여 화면에 띄운 사진의 축소판,N,,,,6차(2023-11),,,
아동,CHILD,Child,兒童. 나이가 적은 아이,N,,,,8차(2025-11),,,
아이디,ID,ID,"ID. 인터넷에서, 이용자의 신분을 증명할 수 있는 고유의 체계",Y,명,ID,,5차(2022-07),,,
아이콘,ICON,Icon,Icon. 컴퓨터에 제공하는 명령을 문자나 그림으로 나타낸 것,N,,,,6차(2023-11),,,
아이핀번호,IPIN,Internet Personal Identification Number,I-pin番號. 인터넷상에서 주민 등록 번호 대신 아이디와 패스워드를 이용하여 본인 확인을 하는 수단으로 붙인 고유번호,Y,아이핀번호,,,7차(2024-11),,,
아파트,APT,Apartment,Apartment. 공동 주택 양식의 하나. 오 층 이상의 건물을 층마다 여러 집으로 일정하게 구획하여 각각의 독립된 가구가 생활할 수 있도록 만든 주거 형태,N,,,,5차(2022-07),,,
아황산가스,SPDX,Sulphur Dioxide,"亞黃酸Gas. 사가(四價) 황의 산화물. 황이나 황화합물을 태울 때 생기는 독성이 있는 무색의 기체로, 자극적인 냄새가 나며, 산성비의 원인이 되는 공해 물질이다",N,,,,7차(2024-11),,,
악성,MLGN,Malignant,惡性. 악한 성질,N,,,,6차(2023-11),,,
안건,AGND,Agenda,案件. 토의하거나 조사하여야 할 사실,N,,,,5차(2022-07),,,
안내,GD,Guide,案內. 어떤 내용을 소개하여 알려 줌 또는 그런 일,N,,,,6차(2023-11),,,
안내문,GDNTC,Guidance Notice,案內文. 어떤 내용을 소개하여 알려 주는 글,N,,,,6차(2023-11),,,
안분,PRDV,Proportional Division,按分. 일정한 비율에 따라 고르게 나눔,N,,,,6차(2023-11),,,
안전,SFTY,Safety,安全. 위험이 생기거나 사고가 날 염려가 없음. 또는 그런 상태,N,,,,7차(2024-11),,,
안전모,SFHLM,Safety Helmet,"安全帽. 공장·작업장 또는 운동 경기 따위에서, 머리가 다치는 것을 막기 위하여 쓰는 모자",N,,,,8차(2025-11),,,
안전화,SFSHS,Safety Shoes,安全靴. 공장이나 공사 현장 따위에서 재해의 발생을 막기 위하여 신는 신,N,,,,8차(2025-11),,,
안테나,ATN,Antenna,"Antenna. 공중에 세워서 다른 곳에 전파를 내보내거나 다른 곳의 전파를 받아들이는, 도선(導線)으로 된 장치",N,,,,8차(2025-11),,,
알람,ALRM,Alarm,Alarm. 미리 정하여 놓은 시각에 울리거나 위험 따위를 알리도록 설정하는 장치 또는 그 소리,N,,,,6차(2023-11),,,
알림,NOTI,Notification,알림. 알게 하는 일 또는 그 내용,N,,,,8차(2025-11),,,
알림톡,NTTLK,Notification Talk,알림TALK. 고객이 반드시 알아야 할 정보를 신속하고 신뢰성 있게 전달할 수 있도록 한 비즈니스 메시지,N,,,,8차(2025-11),,,
암모니아,AMN,Ammonia,Ammonia. 질소와 수소의 화합물,N,,,,8차(2025-11),,,
암호화,ENCPT,Encryption,暗號化. 통신할 내용을 일정한 체계에 따라 암호로 바꿈,N,,,,5차(2022-07),,,
암호화계좌번호,ENACNO,Encrypted Account Number,暗號化計座番號. 금융 기관 등에 예금하려고 설정한 개인 명의 또는 법인 명의 계좌에 부여하는 식별 번호를 암호화한 값,Y,암호화번호,,,7차(2024-11),,,
암호화법인등록번호,ENCRNO,Encrypted Corporation Registration Number,暗號化法人登錄番號. 법인의 부동산등기용 등록번호를 암호화한 값,Y,암호화번호,,,7차(2024-11),,,
암호화비밀번호,ENPSWD,Encrypted Password,"暗號化秘密番號. 은행이나 컴퓨터 시스템 따위에서, 보안을 위하여 미리 약정하여 쓰는 개인 고유의 문자열을 암호화한 값",Y,암호화번호,,,7차(2024-11),,,
암호화사업자등록번호,ENBRNO,Encrypted Business Registration Number,暗號化事業者登錄番號. 사업자 등록을 할 때 국세청에서 전산 시스템에 따라 자동으로 부여하는 번호를 암호화한 값,Y,암호화번호,,,7차(2024-11),,,
암호화전화번호,ENTLNO,Encrypted Telephone Number,暗號化電話番號. 가입된 전화마다 매겨져 있는 일정한 번호를 암호화한 값,Y,암호화번호,,,8차(2025-11),,,
암호화주민등록번호,ENRRNO,Encrypted Resident Registration Number,暗號化住民登錄番號. 주민등록을 할 때 국가에서 국민에게 부여하는 고유번호를 암호화한 값,Y,암호화번호,,,7차(2024-11),,,
암호화키,ENKY,Encryption Key,暗號化key. 데이터를 암호화하고 다시 원래의 데이터로 복호화하는 데 사용되는 중요한 값,Y,암호화번호,,,8차(2025-11),,,
암호화휴대전화번호,ENMTNO,Encrypted Mobile Telephone Number,暗號化携帶電話番號. 손에 들거나 몸에 지니고 다니면서 걸고 받을 수 있는 무선 전화기에 매겨져 있는 일정한 번호를 암호화한 값,Y,암호화번호,,,8차(2025-11),,,
